AR;Cidade;Código do Hawb;Data de Postagem;Data de Recebimento;Dias em transferência;Data Pre-Entrega(Lista);data SLA;Data Tentativa 1;Data do Último Status;Franquia Atual;Franquia de Destino;Franquia de Origem;Motivo de Devolução;Produto;Tipo de Baixa;Transfer;Transfer Esporádico;UF;Último Status
1323971410274-01;Camaçari;5254732912;11/04/2023 15:38;14/04/2023 07:37;4;15/04/2023 10:01;18/04/2023 23:59;15/04/2023 11:19;15/04/2023 13:11;CCI;CCI;SEI;;Standard;EWX;1663618;;BA;Em procedimento de retorno
1324251410662-01;Manhuaçu;5258820579;12/04/2023 16:08;17/04/2023 14:35;4;18/04/2023 08:29;19/04/2023 23:59;18/04/2023 15:01;19/04/2023 14:29;MHI;MHI;SEI;;Standard;EWX;1678820;;MG;Em procedimento de retorno
1324211410581-01;PALMAS;5258820626;12/04/2023 16:10;17/04/2023 16:22;4;18/04/2023 12:15;19/04/2023 23:59;18/04/2023 17:33;19/04/2023 09:46;PMA;PMA;SEI;;Standard;EWX;1668704;;TO;Em procedimento de retorno
1324141410454-01;Ponta Grossa;5258820717;12/04/2023 16:09;17/04/2023 09:50;4;17/04/2023 16:04;19/04/2023 23:59;17/04/2023 17:25;20/04/2023 12:34;PGR;PGR;SEI;;Standard;EWX;1677338;;PR;Em procedimento de retorno
1324131410430-01;Foz do Iguaçu;5258820728;12/04/2023 16:12;17/04/2023 14:01;4;20/04/2023 10:31;19/04/2023 23:59;19/04/2023 01:08;26/04/2023 13:31;IGU;IGU;SEI;;Standard;EWX;1682265;;PR;Em procedimento de retorno
1324471410884-01;Governador Valadares;5262449257;13/04/2023 17:55;18/04/2023 11:29;4;19/04/2023 10:37;20/04/2023 23:59;19/04/2023 17:39;28/04/2023 17:25;GVR;GVR;SEI;;Standard;EWX;1688981;;MG;Em procedimento de retorno
1324401410802-01;Ipatinga;5262449315;17/04/2023 15:59;20/04/2023 12:20;4;25/04/2023 16:38;25/04/2023 23:59;25/04/2023 17:31;28/04/2023 18:26;IPT;IPT;SEI;;Standard;EWX;1693108;;MG;Em procedimento de retorno
1324721411115-01;Juiz de Fora;5266323136;14/04/2023 17:44;19/04/2023 09:20;4;19/04/2023 16:21;24/04/2023 23:59;19/04/2023 17:31;25/04/2023 10:58;JDF;JDF;SEI;;Standard;EWX;1669120;;MG;Em procedimento de retorno
1324611410989-01;Vitória;5266323249;14/04/2023 17:48;19/04/2023 15:26;4;20/04/2023 13:23;24/04/2023 23:59;22/04/2023 12:02;24/04/2023 17:45;PSE;PSE;SEI;;Standard;EWX;1659358;;ES;Em procedimento de retorno
1325421411735-01;Brasília;5272155488;17/04/2023 16:00;20/04/2023 08:18;4;20/04/2023 14:40;25/04/2023 23:59;24/04/2023 10:46;24/04/2023 15:41;SOL;SOL;SEI;;Standard;EWX;1690446;;DF;Em procedimento de retorno
1325171411453-01;Poços de Caldas;5272155579;17/04/2023 15:57;20/04/2023 13:07;4;24/04/2023 14:00;25/04/2023 23:59;24/04/2023 18:36;25/04/2023 15:00;POC;POC;SEI;;Standard;EWX;1672750;;MG;Em procedimento de retorno
1325401411642-01;Serafina Corrêa;5272155615;20/04/2023 00:01;25/04/2023 14:43;4;26/04/2023 12:25;28/04/2023 23:59;27/04/2023 10:06;27/04/2023 14:50;LJD;LJD;SEI;;Standard;EWX;1686019;;RS;Em procedimento de retorno
1324991411339-01;Brasília;5272155706;17/04/2023 15:57;20/04/2023 08:18;4;20/04/2023 16:44;25/04/2023 23:59;24/04/2023 11:24;24/04/2023 15:41;SOL;SOL;SEI;;Standard;EWX;1690446;;DF;Em procedimento de retorno
1325681412008-01;Salvador;5276725366;18/04/2023 16:45;22/04/2023 14:13;4;24/04/2023 14:20;26/04/2023 23:59;24/04/2023 17:05;26/04/2023 12:48;SSA;SSA;SEI;;Standard;EWX;1687211;;BA;Em procedimento de retorno
1325581411832-01;Manaus;5276725468;18/04/2023 16:46;21/04/2023 16:53;4;22/04/2023 10:33;26/04/2023 23:59;22/04/2023 18:32;24/04/2023 11:32;FOG;FOG;SEI;;Standard;EWX;1667448;;AM;Em procedimento de retorno
1325081411353-01;Itumbiara;5276725526;20/04/2023 17:32;25/04/2023 12:20;4;26/04/2023 16:12;28/04/2023 23:59;26/04/2023 19:07;30/04/2023 09:37;ITG;ITG;SEI;;Standard;EWX;1696328;;GO;Em procedimento de retorno
1325851412137-01;uba;5280941352;20/04/2023 00:01;25/04/2023 08:49;4;25/04/2023 15:57;28/04/2023 23:59;25/04/2023 22:31;26/04/2023 10:23;UMG;UMG;SEI;;Standard;EWX;1676605;;MG;Em procedimento de retorno
1326051412293-01;Itumbiara;5284919723;20/04/2023 17:33;25/04/2023 12:20;4;26/04/2023 18:18;28/04/2023 23:59;26/04/2023 19:07;30/04/2023 09:37;ITG;ITG;SEI;;Standard;EWX;1696328;;GO;Em procedimento de retorno
1326321412561-01;Caçador;5292592730;25/04/2023 00:01;28/04/2023 14:39;4;29/04/2023 08:34;03/05/2023 23:59;29/04/2023 23:02;30/04/2023 20:05;CAD;CAD;SEI;;Standard;EWX;1684634;;SC;Em procedimento de retorno
1326631412864-01;Salvador;5293131637;27/04/2023 00:01;02/05/2023 16:10;4;05/05/2023 16:38;05/05/2023 23:59;05/05/2023 16:44;06/05/2023 17:56;SSL;SSL;SEI;;Standard;EWX;1675483;;BA;Em procedimento de retorno
1326521412768-01;Natal;5293131706;24/04/2023 18:00;27/04/2023 18:21;4;28/04/2023 11:48;02/05/2023 23:59;28/04/2023 14:36;29/04/2023 19:11;NTA;NTA;SEI;;Standard;EWX;1680278;;RN;Em procedimento de retorno
1326371412652-01;Ilhéus;5293131751;25/04/2023 00:01;29/04/2023 15:29;4;02/05/2023 12:16;03/05/2023 23:59;02/05/2023 17:32;15/05/2023 15:56;YIL;YIL;SEI;;Standard;EWX;1672189;;BA;Em procedimento de retorno
1326361412631-01;Natal;5293131773;24/04/2023 18:00;27/04/2023 18:21;4;28/04/2023 09:57;02/05/2023 23:59;28/04/2023 21:23;29/04/2023 18:30;NTA;NTA;SEI;;Standard;EWX;1680278;;RN;Em procedimento de retorno
1326341412602-01;São Luís;5293131784;27/04/2023 00:01;02/05/2023 13:59;4;03/05/2023 16:51;05/05/2023 23:59;03/05/2023 19:31;15/05/2023 18:08;SLD;SLD;SEI;;Standard;EWX;1672874;;MA;Em procedimento de retorno
1327601413408-01;Maringá;5301709483;27/04/2023 00:01;02/05/2023 08:11;4;02/05/2023 12:57;05/05/2023 23:59;02/05/2023 18:17;03/05/2023 14:22;EOS;EOS;SEI;;Standard;EWX;1674168;;PR;Em procedimento de retorno
1327531413360-01;Porto Alegre;5301709541;27/04/2023 00:01;02/05/2023 06:34;4;03/05/2023 12:07;05/05/2023 23:59;04/05/2023 08:40;05/05/2023 18:21;POA;POA;SEI;;Standard;EWX;1693109;;RS;Em procedimento de retorno
1327771413499-01;Palmas;5306463666;27/04/2023 17:28;02/05/2023 08:49;4;02/05/2023 13:41;05/05/2023 23:59;02/05/2023 16:37;03/05/2023 10:01;PMA;PMA;SEI;;Standard;EWX;1681777;;TO;Em procedimento de retorno
1327741413452-01;feira de santana;5306463713;27/04/2023 17:30;02/05/2023 17:41;4;03/05/2023 16:04;05/05/2023 23:59;03/05/2023 16:55;04/05/2023 12:39;AJS;AJS;SEI;;Standard;EWX;1677092;;BA;Em procedimento de retorno
1327671413432-01;Itajaí;5306463724;27/04/2023 17:29;02/05/2023 08:57;4;03/05/2023 10:35;05/05/2023 23:59;03/05/2023 11:51;15/05/2023 17:47;JIT;JIT;SEI;;Standard;EWX;1674476;;SC;Em procedimento de retorno
1329071414765-01;Betim;5316345144;02/05/2023 13:33;05/05/2023 07:59;4;05/05/2023 15:26;09/05/2023 23:59;05/05/2023 16:18;08/05/2023 14:15;BTM;BTM;SEI;;Standard;EWX;1677546;;MG;Comprovante registrado
1328971414675-01;São Luís;5316345177;02/05/2023 13:33;06/05/2023 11:10;4;08/05/2023 13:57;09/05/2023 23:59;09/05/2023 08:55;15/05/2023 18:13;SLD;SLD;SEI;;Standard;EWX;1677546;1680813;MA;Em procedimento de retorno
1328741414538-01;Maringa;5316345246;04/05/2023 00:01;09/05/2023 07:57;4;09/05/2023 18:25;11/05/2023 23:59;09/05/2023 19:14;10/05/2023 12:27;EOS;EOS;SEI;;Standard;EWX;1681870;;PR;Em procedimento de retorno
1328711414499-01;Aracaju;5316345268;02/05/2023 13:34;05/05/2023 17:39;4;06/05/2023 08:24;09/05/2023 23:59;06/05/2023 10:10;08/05/2023 15:19;MAJ;MAJ;SEI;;Standard;EWX;1696182;;SE;Em procedimento de retorno
1328491414332-01;Brasília;5316345326;02/05/2023 13:35;05/05/2023 09:21;4;05/05/2023 14:03;09/05/2023 23:59;05/05/2023 16:08;08/05/2023 11:30;VGO;VGO;SEI;;Standard;EWX;1687584;;DF;Em procedimento de retorno
1328451414261-01;Uberlândia;5316345359;02/05/2023 13:33;05/05/2023 12:41;4;08/05/2023 09:29;09/05/2023 23:59;05/05/2023 23:53;15/05/2023 16:30;UBL;UBL;SEI;;Standard;EWX;1680355;;MG;Em procedimento de retorno
1329191414829-01;Brasília;5322474378;09/05/2023 15:50;12/05/2023 08:01;4;12/05/2023 11:27;16/05/2023 23:59;12/05/2023 15:59;18/05/2023 15:43;BIA;BIA;SEI;;Standard;EWX;1687389;;DF;Em procedimento de retorno
1329171414795-01;Brasília;5322474403;03/05/2023 16:53;08/05/2023 06:38;4;09/05/2023 13:39;10/05/2023 23:59;09/05/2023 15:29;15/05/2023 15:58;BIA;BIA;SEI;;Standard;EWX;1696179;;DF;Em procedimento de retorno
1329261414929-01;Montes Claros;5322573176;03/05/2023 16:49;08/05/2023 09:06;4;08/05/2023 11:16;10/05/2023 23:59;08/05/2023 17:37;09/05/2023 13:37;MCL;MCL;SEI;;Standard;EWX;1681831;;MG;Em procedimento de retorno
1329251414925-01;Brasília;5322573198;03/05/2023 16:52;08/05/2023 09:19;4;08/05/2023 18:56;10/05/2023 23:59;09/05/2023 10:31;09/05/2023 14:21;SOL;SOL;SEI;;Standard;EWX;1690446;;DF;Em procedimento de retorno
1329251414919-01;Brasília;5322573201;03/05/2023 16:54;08/05/2023 09:19;4;08/05/2023 18:57;10/05/2023 23:59;09/05/2023 10:31;09/05/2023 14:21;SOL;SOL;SEI;;Standard;EWX;1690446;;DF;Em procedimento de retorno
1329201414845-01;Jundiaí;5326908473;09/05/2023 15:52;12/05/2023 00:23;4;12/05/2023 09:39;16/05/2023 23:59;12/05/2023 12:59;12/05/2023 21:20;JUB;JUB;SEI;;Standard;EWX;1694570;;SP;Em procedimento de retorno
1329741415430-01;Brasília;5330687092;08/05/2023 15:49;11/05/2023 09:13;4;11/05/2023 14:25;15/05/2023 23:59;11/05/2023 16:05;12/05/2023 14:54;VGO;VGO;SEI;;Standard;EWX;1696179;;DF;Em procedimento de retorno
1329731415422-01;Ponta Grossa;5330687105;05/05/2023 17:38;10/05/2023 09:26;4;11/05/2023 12:29;12/05/2023 23:59;11/05/2023 16:26;13/05/2023 11:49;PGR;PGR;SEI;;Standard;EWX;1699042;;PR;Em procedimento de retorno
1329661415332-01;Cuiabá;5330687150;05/05/2023 17:34;10/05/2023 14:21;4;10/05/2023 17:01;12/05/2023 23:59;10/05/2023 22:32;13/05/2023 18:27;CGB;CGB;SEI;;Standard;EWX;1684786;;MT;Em procedimento de retorno
5364378126;Gravataí;5331382316;10/05/2023 16:22;15/05/2023 03:30;4;;17/05/2023 23:59;15/05/2023 19:18;16/05/2023 14:35;CAH;GVT;SEI;Número não localizado;Standard;DWR;1691994;;RS;Ciclo Operacional Encerrado
1330381415957-01;Guarapuava;5337144903;08/05/2023 15:50;11/05/2023 08:27;4;11/05/2023 12:09;15/05/2023 23:59;11/05/2023 14:52;12/05/2023 12:06;GPV;GPV;SEI;;Standard;EWX;1697876;;PR;Em procedimento de retorno
1330141415816-01;Cascavel;5337144970;08/05/2023 15:48;11/05/2023 08:06;4;12/05/2023 13:25;15/05/2023 23:59;11/05/2023 18:30;13/05/2023 14:17;CAC;CAC;SEI;;Standard;EWX;1687100;;PR;Em procedimento de retorno
5353721586;Maringá;5337145064;08/05/2023 15:49;11/05/2023 08:10;4;;15/05/2023 23:59;11/05/2023 18:27;12/05/2023 11:27;EOS;EOS;SEI;Número não localizado;Standard;DWR;1687308;;PR;Ciclo Operacional Encerrado
1330701416275-01;Pará de Minas;5341883220;12/05/2023 17:52;17/05/2023 13:43;4;18/05/2023 13:30;19/05/2023 23:59;18/05/2023 22:03;19/05/2023 09:01;PMG;PMG;SEI;;Standard;EWX;1701714;;MG;Em procedimento de retorno
1330671416237-01;Presidente Prudente;5341883264;11/05/2023 17:18;16/05/2023 09:26;4;16/05/2023 11:36;18/05/2023 23:59;16/05/2023 16:44;17/05/2023 17:13;PSP;PSP;SEI;;Standard;EWX;1692344;;SP;Em procedimento de retorno
1330591416123-01;Viçosa;5341883322;12/05/2023 17:53;17/05/2023 11:36;4;18/05/2023 15:58;19/05/2023 23:59;19/05/2023 08:12;19/05/2023 15:51;VCS;VCS;SEI;;Standard;EWX;1694063;;MG;Comprovante registrado
1331061416995-01;Governador Valadares;5346397414;12/05/2023 17:46;17/05/2023 13:02;4;18/05/2023 09:24;19/05/2023 23:59;18/05/2023 17:47;19/05/2023 16:56;GVR;GVR;SEI;;Standard;EWX;1703043;;MG;Em procedimento de retorno
1330871416415-01;Patos de Minas;5346559549;11/05/2023 17:02;16/05/2023 16:46;4;18/05/2023 16:04;18/05/2023 23:59;18/05/2023 21:01;18/05/2023 21:01;PDM;PDM;SEI;;Standard;EWX;1692761;;MG;Entrega registrada
1330851416397-01;Natal;5346559583;11/05/2023 17:16;16/05/2023 17:39;4;17/05/2023 13:20;18/05/2023 23:59;17/05/2023 17:29;20/05/2023 10:16;NTA;NTA;SEI;;Standard;EWX;1689542;1691382;RN;Em procedimento de retorno
1330601416135-01;Barra Velha;5346559607;15/05/2023 17:02;18/05/2023 12:12;4;20/05/2023 09:10;22/05/2023 23:59;20/05/2023 19:25;20/05/2023 20:06;NAV;NAV;SEI;;Standard;EWX;1701692;;SC;Em procedimento de retorno
1330991416792-01;Brusque;5346559834;12/05/2023 17:45;17/05/2023 07:57;4;17/05/2023 15:46;19/05/2023 23:59;17/05/2023 20:35;21/05/2023 23:37;BQE;BQE;SEI;;Standard;EWX;1694683;;SC;Ciclo Operacional Encerrado
1331091417219-01;Aracaju;5350067769;15/05/2023 17:19;18/05/2023 14:50;4;;22/05/2023 23:59;19/05/2023 19:40;22/05/2023 22:51;MAJ;MAJ;SEI;Destinatário Ausente;Standard;;1695270;;SE;Entrega NAO efetuada
1331221418229-01;Maringá;5350227423;12/05/2023 17:55;17/05/2023 08:21;4;17/05/2023 15:22;19/05/2023 23:59;17/05/2023 19:26;18/05/2023 12:56;EOS;EOS;SEI;;Standard;EWX;1694345;;PR;Em procedimento de retorno
1331191418051-01;Cataguases;5350227558;12/05/2023 17:53;17/05/2023 18:26;4;18/05/2023 10:33;19/05/2023 23:59;18/05/2023 18:34;21/05/2023 23:37;CUE;CUE;SEI;;Standard;EWX;1694177;;MG;Ciclo Operacional Encerrado
1331181417992-01;Manhumirim;5350227592;12/05/2023 17:45;17/05/2023 14:18;4;;19/05/2023 23:59;18/05/2023 14:58;18/05/2023 15:08;SAO;MHI;SEI;Avariado Terceiro;Standard;SWX;1694269;;MG;Ciclo Operacional Encerrado
1331151417719-01;Cataguases;5350228288;12/05/2023 17:50;17/05/2023 18:26;4;18/05/2023 17:53;19/05/2023 23:59;18/05/2023 18:34;21/05/2023 23:37;CUE;CUE;SEI;;Standard;EWX;1694177;;MG;Ciclo Operacional Encerrado
1331071417064-01;Porto Alegre;5350228517;12/05/2023 17:44;17/05/2023 05:57;4;18/05/2023 14:13;19/05/2023 23:59;18/05/2023 15:28;18/05/2023 16:44;POA;POA;SEI;;Standard;EWX;1695339;;RS;Em procedimento de retorno
1331491419011-01;Joinville;5353676939;15/05/2023 16:59;18/05/2023 13:49;4;22/05/2023 15:08;22/05/2023 23:59;19/05/2023 16:28;23/05/2023 10:21;JVL;JVL;SEI;;Standard;EWX;1696050;;SC;Ciclo Operacional Encerrado
1331421418774-01;Araxá;5353677001;15/05/2023 17:14;18/05/2023 15:32;4;19/05/2023 18:18;22/05/2023 23:59;19/05/2023 20:01;20/05/2023 10:51;ARX;ARX;SEI;;Standard;EWX;1696119;;MG;Em procedimento de retorno
1331411418764-01;Goiânia;5353677023;15/05/2023 17:20;18/05/2023 15:04;4;19/05/2023 09:51;22/05/2023 23:59;19/05/2023 19:07;21/05/2023 23:37;VSA;VSA;SEI;;Standard;EWX;1696206;;GO;Ciclo Operacional Encerrado
1331411418760-01;Blumenau;5353677045;15/05/2023 17:18;18/05/2023 13:20;4;19/05/2023 09:58;22/05/2023 23:59;20/05/2023 09:09;22/05/2023 13:37;BMU;BMU;SEI;;Standard;EWX;1696167;;SC;Ciclo Operacional Encerrado
1331411418739-01;Jaraguá;5353677056;15/05/2023 17:26;18/05/2023 13:57;4;19/05/2023 15:07;22/05/2023 23:59;20/05/2023 15:19;22/05/2023 17:02;IHS;IHS;SEI;;Standard;EWX;1696115;;GO;Ciclo Operacional Encerrado
1331391418664-01;Curitiba;5353677125;15/05/2023 16:56;18/05/2023 07:53;4;18/05/2023 20:24;22/05/2023 23:59;19/05/2023 08:49;19/05/2023 12:59;ZUT;ZUT;SEI;;Standard;EWX;1701972;;PR;Em procedimento de retorno
1331371418585-01;Joinville;5353677205;15/05/2023 17:14;18/05/2023 13:49;4;19/05/2023 09:28;22/05/2023 23:59;19/05/2023 17:01;22/05/2023 07:31;JVL;JVL;SEI;;Standard;EWX;1696050;;SC;Ciclo Operacional Encerrado
1331351418496-01;Varginha;5353677227;15/05/2023 17:04;18/05/2023 05:48;4;18/05/2023 07:40;22/05/2023 23:59;18/05/2023 14:22;21/05/2023 23:37;VGA;VGA;SEI;;Standard;EWX;1696149;;MG;Ciclo Operacional Encerrado
1331341418433-01;Porto Alegre;5353677261;15/05/2023 17:08;18/05/2023 23:17;4;19/05/2023 14:50;22/05/2023 23:59;19/05/2023 19:29;19/05/2023 21:49;VUM;VUM;SEI;;Standard;EWX;1696298;;RS;Em procedimento de retorno
1331311418333-01;Barretos;5353677307;15/05/2023 16:59;18/05/2023 18:26;4;21/05/2023 09:31;22/05/2023 23:59;21/05/2023 20:15;21/05/2023 20:15;BAT;BAT;SEI;;Standard;EWX;1695522;;SP;Entrega registrada
1331581419102-01;Itajaí;5356972383;15/05/2023 17:28;18/05/2023 08:32;4;19/05/2023 15:15;22/05/2023 23:59;19/05/2023 16:15;19/05/2023 17:06;JIT;JIT;SEI;;Standard;EWX;1696138;;SC;Comprovante registrado
1332171420730-01;Brasília;5360013797;16/05/2023 17:44;19/05/2023 16:42;4;20/05/2023 11:37;23/05/2023 23:59;20/05/2023 13:41;22/05/2023 17:38;BIA;BIA;SEI;;Standard;EWX;1697576;;DF;Comprovante registrado
1332091420560-01;Atibaia;5360013888;16/05/2023 17:44;19/05/2023 12:50;4;20/05/2023 10:52;23/05/2023 23:59;20/05/2023 18:02;21/05/2023 19:53;ATB;ATB;SEI;;Standard;EWX;1697108;;SP;Ciclo Operacional Encerrado
1331911420166-01;Itapema;5360014303;16/05/2023 17:44;19/05/2023 08:44;4;19/05/2023 18:53;23/05/2023 23:59;19/05/2023 19:27;21/05/2023 23:37;IEM;IEM;SEI;;Standard;EWX;1697718;;SC;Ciclo Operacional Encerrado
1331851419874-01;Brasília;5360014552;16/05/2023 17:44;19/05/2023 18:35;4;22/05/2023 12:30;23/05/2023 23:59;22/05/2023 17:50;23/05/2023 10:41;VGO;VGO;SEI;;Standard;EWX;1697576;;DF;Ciclo Operacional Encerrado
1332601421639-01;Manaus;5368726237;17/05/2023 16:40;22/05/2023 19:14;4;;24/05/2023 23:59;;23/05/2023 08:06;FOG;FOG;SEI;;Standard;;1699838;;AM;Entrega em andamento (na rua)
1332591421621-01;Brasília;5368726259;17/05/2023 16:40;22/05/2023 07:54;4;22/05/2023 11:58;24/05/2023 23:59;22/05/2023 14:40;22/05/2023 14:40;BIA;BIA;SEI;;Standard;EWX;1699158;;DF;Entrega registrada
1332591421581-01;Brasília;5368726282;17/05/2023 16:39;22/05/2023 09:37;4;22/05/2023 14:50;24/05/2023 23:59;22/05/2023 17:50;23/05/2023 10:42;VGO;VGO;SEI;;Standard;EWX;1699158;;DF;Ciclo Operacional Encerrado
1332571421528-01;Lorena;5368726293;17/05/2023 16:38;22/05/2023 15:36;4;;24/05/2023 23:59;;22/05/2023 15:36;LNA;LNA;SEI;;Standard;;1698803;;SP;OBJETO Recebido
1332291420836-01;Brasília;5368726420;17/05/2023 16:40;22/05/2023 09:37;4;22/05/2023 15:07;24/05/2023 23:59;22/05/2023 17:07;23/05/2023 10:58;VGO;VGO;SEI;;Standard;EWX;1699158;;DF;Ciclo Operacional Encerrado
1332641421706-01;Cuiabá;5368726737;17/05/2023 16:41;22/05/2023 15:00;4;23/05/2023 08:58;24/05/2023 23:59;;23/05/2023 10:04;VGR;VGR;SEI;;Standard;EWX;1699937;;MT;Entrega registrada via RT
1318741405437-01;Belo Horizonte;5185474827;20/03/2023 16:48;22/03/2023 07:33;3;22/03/2023 12:38;27/03/2023 23:59;22/03/2023 18:11;23/03/2023 15:06;BHR;BHR;SEI;;Standard;EWX;1643999;;MG;Em procedimento de retorno
1318721405421-01;Brasília;5185474838;21/03/2023 16:52;23/03/2023 17:17;3;27/03/2023 14:00;28/03/2023 23:59;24/03/2023 18:52;28/03/2023 14:49;BIA;BIA;SEI;;Standard;EWX;1638146;;DF;Em procedimento de retorno
1318451405238-01;Brasília;5185474850;21/03/2023 16:52;23/03/2023 16:16;3;24/03/2023 14:22;28/03/2023 23:59;24/03/2023 17:20;27/03/2023 11:00;BRL;BRL;SEI;;Standard;EWX;1634951;;DF;Em procedimento de retorno
1318691405389-01;Itajaí;5185474861;21/03/2023 16:53;23/03/2023 09:27;3;23/03/2023 12:24;28/03/2023 23:59;23/03/2023 17:18;30/03/2023 12:56;JIT;JIT;SEI;;Standard;EWX;1627751;;SC;Em procedimento de retorno
1318671405366-01;Itajaí;5185474974;20/03/2023 16:26;22/03/2023 13:43;3;24/03/2023 12:20;27/03/2023 23:59;23/03/2023 17:14;31/03/2023 09:54;JIT;JIT;SEI;;Standard;EWX;1626135;;SC;Em procedimento de retorno
1318961405608-01;Ribeirão Pires;5189581729;21/03/2023 16:53;23/03/2023 06:44;3;23/03/2023 11:11;28/03/2023 23:59;24/03/2023 07:54;24/03/2023 12:38;RBP;RBP;SEI;;Standard;EWX;1630860;;SP;Em procedimento de retorno
1318921405564-01;Pouso Alegre;5189581741;22/03/2023 15:42;24/03/2023 14:38;3;30/03/2023 16:41;29/03/2023 23:59;29/03/2023 14:35;30/03/2023 22:11;PUG;PUG;SEI;;Standard;EWX;1653370;;MG;Em procedimento de retorno
1318621405305-01;Sorocaba;5189581810;21/03/2023 16:52;23/03/2023 05:47;3;23/03/2023 10:33;28/03/2023 23:59;23/03/2023 18:04;27/03/2023 10:01;HOR;HOR;SEI;;Standard;EWX;1636719;;SP;Em procedimento de retorno
1319171405797-01;Santana de Parnaíba;5193866437;22/03/2023 15:42;24/03/2023 05:57;3;24/03/2023 08:26;29/03/2023 23:59;24/03/2023 20:25;25/03/2023 13:44;ZNO;ZNO;SEI;;Standard;EWX;1634939;;SP;Em procedimento de retorno
1319121405698-01;Curitiba;5193866482;22/03/2023 15:41;24/03/2023 06:59;3;24/03/2023 11:59;29/03/2023 23:59;24/03/2023 18:24;25/03/2023 09:24;ZUT;ZUT;SEI;;Standard;EWX;1633887;;PR;Em procedimento de retorno
1319091405653-01;Salvador;5193866517;22/03/2023 15:41;25/03/2023 10:04;3;27/03/2023 16:19;29/03/2023 23:59;28/03/2023 06:50;28/03/2023 14:32;AUL;AUL;SEI;;Standard;EWX;1652902;;BA;Em procedimento de retorno
1319551406169-01;Vitória;5197878180;23/03/2023 15:50;27/03/2023 08:03;3;28/03/2023 11:37;30/03/2023 23:59;28/03/2023 13:43;29/03/2023 11:37;VTA;VTA;SEI;;Standard;EWX;1636343;1639697;ES;Em procedimento de retorno
1319441406080-01;Goiânia;5197878226;24/03/2023 15:54;28/03/2023 10:19;3;29/03/2023 15:30;31/03/2023 23:59;29/03/2023 19:21;30/03/2023 17:42;FSL;FSL;SEI;;Standard;EWX;1640144;;GO;Em procedimento de retorno
1319401406029-01;Porto Velho;5197878271;23/03/2023 15:50;27/03/2023 13:17;3;30/03/2023 14:11;30/03/2023 23:59;28/03/2023 20:36;31/03/2023 16:39;PVE;PVE;SEI;;Standard;EWX;1663775;;RO;Em procedimento de retorno
1319361405939-01;Imperatriz;5197878328;23/03/2023 15:50;27/03/2023 16:01;3;28/03/2023 15:43;30/03/2023 23:59;28/03/2023 18:14;29/03/2023 11:14;IPR;IPR;SEI;;Standard;EWX;1658838;1631765;MA;Em procedimento de retorno
1319171405803-01;Goiânia;5201533650;24/03/2023 15:53;28/03/2023 10:19;3;29/03/2023 09:14;31/03/2023 23:59;29/03/2023 16:57;30/03/2023 17:42;FSL;FSL;SEI;;Standard;EWX;1640144;;GO;Em procedimento de retorno
1319961406477-01;Governador Valadares;5207475040;28/03/2023 00:01;30/03/2023 13:40;3;31/03/2023 14:22;04/04/2023 23:59;31/03/2023 17:49;31/03/2023 18:53;GVR;GVR;SEI;;Standard;EWX;1655042;;MG;Em procedimento de retorno
1319821406379-01;BRASILIA;5207475073;28/03/2023 00:01;30/03/2023 08:03;3;30/03/2023 12:53;04/04/2023 23:59;30/03/2023 21:51;31/03/2023 12:59;SOL;SOL;SEI;;Standard;EWX;1643695;;DF;Em procedimento de retorno
1320501406774-01;Cons Lafaiete;5207601540;28/03/2023 00:01;30/03/2023 13:10;3;31/03/2023 10:18;04/04/2023 23:59;31/03/2023 11:58;31/03/2023 15:23;CLF;CLF;SEI;;Standard;EWX;1651744;;MG;Em procedimento de retorno
1320671406934-01;Aracaju;5212176603;28/03/2023 17:42;30/03/2023 15:09;3;31/03/2023 12:28;04/04/2023 23:59;31/03/2023 14:16;31/03/2023 17:01;MAJ;MAJ;SEI;;Standard;EWX;1645769;;SE;Em procedimento de retorno
1320641406899-01;Paulínia;5212176625;28/03/2023 17:42;30/03/2023 06:32;3;30/03/2023 16:41;04/04/2023 23:59;30/03/2023 17:13;31/03/2023 17:20;VCP;VCP;SEI;;Standard;EWX;1643954;;SP;Em procedimento de retorno
1320581406832-01;Praia Grande;5212176647;29/03/2023 15:59;31/03/2023 06:24;3;31/03/2023 11:53;05/04/2023 23:59;31/03/2023 14:09;31/03/2023 15:51;PGD;PGD;SEI;;Standard;EWX;1642345;;SP;Em procedimento de retorno
1320771406966-01;São Luís;5212346350;29/03/2023 15:59;01/04/2023 11:09;3;03/04/2023 15:36;05/04/2023 23:59;03/04/2023 20:59;15/04/2023 12:03;SLD;SLD;SEI;;Standard;EWX;1672766;;MA;Em procedimento de retorno
1320791406983-01;Americana;5212520730;29/03/2023 15:59;31/03/2023 06:43;3;31/03/2023 09:32;05/04/2023 23:59;03/04/2023 08:58;10/04/2023 17:43;RFK;RFK;SEI;;Standard;EWX;1664188;;SP;Em procedimento de retorno
1320811407021-01;Ribeirão Preto;5212780723;29/03/2023 15:59;31/03/2023 06:48;3;03/04/2023 11:12;05/04/2023 23:59;03/04/2023 17:10;05/04/2023 15:55;RIB;RIB;SEI;;Standard;EWX;1697748;;SP;Em procedimento de retorno
